FIPS,ADI_NATRANK,ADI_NATRANK_Category
60372731002,1.0,0
60372731003,1.0,0
60372732001,1.0,0
60372732002,1.0,0
60372732003,1.0,0
60372732004,1.0,0
60372733001,1.0,0
60372733002,1.0,0
60372733003,1.0,0
60372734031,1.0,0
60372734032,1.0,0
60372734041,1.0,0
60372734042,1.0,0
60372735021,1.0,0
60372735022,1.0,0
60372735023,1.0,0
60372736001,1.0,0
60372736002,1.0,0
60372736003,1.0,0
60372737001,1.0,0
60372737002,1.0,0
60372737003,1.0,0
60372738001,1.0,0
60372738002,1.0,0
60372738003,1.0,0
60372739021,1.0,0
60372739022,1.0,0
60372739023,1.0,0
60372739024,1.0,0
60372739025,1.0,0
60372741001,2.0,0
60372741002,2.0,0
60372741003,2.0,0
60372741004,2.0,0
60372742021,1.0,0
60372742022,1.0,0
60372742023,2.0,0
60372742024,1.0,0
60372751011,4.0,0
60372751021,2.0,0
60372751022,3.0,0
60372751023,3.0,0
60372752001,5.0,0
60372752002,5.0,0
60372752003,5.0,0
60372753111,5.0,0
60372753112,3.0,0
60372753113,5.0,0
60372753114,3.0,0
60372753121,5.0,0
60372753131,3.0,0
60372753132,3.0,0
60372754001,3.0,0
60372754002,2.0,0
60372754003,3.0,0
60372755001,8.0,0
60372755002,8.0,0
60372755003,8.0,0
60372755004,8.0,0
60372756031,3.0,0
60372756032,7.0,0
60372756033,5.0,0
60372756041,3.0,0
60372756042,2.0,0
60372756043,2.0,0
60372756051,2.0,0
60372756052,1.0,0
60372760001,2.0,0
60372760002,2.0,0
60372760003,4.0,0
60372760004,3.0,0
60372760005,3.0,0
60372761011,11.0,1
60372761012,11.0,1
60372761021,5.0,0
60372761022,5.0,0
60372764001,2.0,0
60372764002,2.0,0
60372764003,2.0,0
60372764004,2.0,0
60372764005,2.0,0
60372765003,4.0,0
60372766011,1.0,0
60372766012,2.0,0
60372766013,1.0,0
60372766014,1.0,0
60372766051,9.0,0
60372766052,9.0,0
60372766061,9.0,0
60372766062,10.0,1
60372766071,3.0,0
60372766072,3.0,0
60372766081,13.0,1
60372770001,2.0,0
60372770002,3.0,0
60372770003,1.0,0
60372770004,2.0,0
60372770005,1.0,0
60372771001,4.0,0
60372771002,3.0,0
60372771003,3.0,0
60372772001,21.0,1
60372772002,24.0,2
60372774001,13.0,1
60372780011,4.0,0
60372780012,4.0,0
60372781021,1.0,0
60372781022,1.0,0
60372781023,1.0,0
60372911101,20.0,1
60372911102,13.0,1
60372911201,18.0,1
60372911301,19.0,1
60372911302,18.0,1
60372911303,20.0,1
60372912101,18.0,1
60372912102,17.0,1
60372912103,17.0,1
60372912201,11.0,1
60372912202,10.0,1
60372912203,14.0,1
60372913001,11.0,1
60372913002,11.0,1
60372913003,11.0,1
60372920011,20.0,1
60372920012,7.0,0
60372920021,10.0,1
60372920022,9.0,0
60372932031,15.0,1
60372932032,15.0,1
60372932041,12.0,1
60372932042,14.0,1
60372932051,21.0,1
60372932052,21.0,1
60372932061,20.0,1
60372932062,19.0,1
60372933011,12.0,1
60372933021,13.0,1
60372933022,14.0,1
60372933041,13.0,1
60372933042,25.0,2
60372933061,11.0,1
60372933062,9.0,0
60372933071,28.0,2
60372933072,31.0,2
60372941101,20.0,1
60372941102,14.0,1
60372941103,26.0,2
60372941201,27.0,2
60372941202,26.0,2
60372942001,19.0,1
60372942002,22.0,1
60372942003,21.0,1
60372943011,22.0,1
60372943012,19.0,1
60372943021,24.0,2
60372943022,24.0,2
60372944101,31.0,2
60372944102,32.0,2
60372944211,29.0,2
60372944212,27.0,2
60372944213,23.0,2
60372945101,18.0,1
60372945102,20.0,1
60372945201,19.0,1
60372945202,18.0,1
60372946101,16.0,1
60372946102,23.0,2
60372946201,36.0,2
60372946202,14.0,1
60372946203,29.0,2
60372947011,22.0,1
60372947012,22.0,1
60372947013,23.0,2
60372948101,25.0,2
60372948102,21.0,1
60372948201,29.0,2
60372948202,39.0,2
60372948301,26.0,2
60372948302,31.0,2
60372949001,27.0,2
60372949002,28.0,2
60372951031,8.0,0
60372951032,10.0,1
60372951033,11.0,1
60372962101,21.0,1
60372962102,17.0,1
60372962201,32.0,2
60372962202,32.0,2
60372962203,32.0,2
60372963001,8.0,0
60372963002,7.0,0
60372963003,20.0,1
60372964011,15.0,1
60372964012,8.0,0
60372964021,10.0,1
60372964022,10.0,1
60372964023,10.0,1
60372965001,31.0,2
60372965002,18.0,1
60372965003,20.0,1
60372966001,15.0,1
60372966002,15.0,1
60372966003,15.0,1
60372966004,15.0,1
60372969011,13.0,1
60372969012,13.0,1
60372969013,13.0,1
60372969021,14.0,1
60372969022,13.0,1
60372969023,14.0,1
60372970011,6.0,0
60372970012,4.0,0
60372970021,6.0,0
60372970022,8.0,0
60372970023,5.0,0
60372971101,14.0,1
60372971102,20.0,1
60372971201,13.0,1
60372971202,13.0,1
60372972011,13.0,1
60372972012,24.0,2
60372972021,9.0,0
60372972022,10.0,1
60372972023,10.0,1
60372973001,5.0,0
60372973002,6.0,0
60372974001,6.0,0
60372974002,7.0,0
60372974003,7.0,0
60372975011,4.0,0
60372975012,5.0,0
60372975013,7.0,0
60372975021,12.0,1
60372975022,16.0,1
60372976011,9.0,0
60372976012,9.0,0
60372976013,9.0,0
60372976021,11.0,1
60372976022,10.0,1
60372976023,11.0,1
60373001001,3.0,0
60373001002,3.0,0
60373001003,2.0,0
60373001004,4.0,0
60373002001,4.0,0
60373002002,4.0,0
60373002003,5.0,0
60373002004,5.0,0
60373002005,6.0,0
60373003011,5.0,0
60373003012,6.0,0
60373003013,5.0,0
60373003014,4.0,0
60373003015,7.0,0
60373003016,5.0,0
60373004001,11.0,1
60373004002,8.0,0
60373004003,7.0,0
60373004004,7.0,0
60373004005,7.0,0
60373004006,8.0,0
60373005011,7.0,0
60373005012,8.0,0
60373005031,9.0,0
60373005032,8.0,0
60373005033,10.0,1
60373006011,19.0,1
60373006012,11.0,1
60373006021,4.0,0
60373006022,5.0,0
60373006023,4.0,0
60373007011,2.0,0
60373007012,2.0,0
60373007013,2.0,0
60373007014,4.0,0
60373007015,2.0,0
60373007021,2.0,0
60373007022,2.0,0
60373008001,5.0,0
60373008002,6.0,0
60373008003,4.0,0
60373008004,4.0,0
60373008005,4.0,0
60373009011,2.0,0
60373009012,3.0,0
60373009013,2.0,0
60373009014,2.0,0
60373009021,2.0,0
60373009022,3.0,0
60373010001,5.0,0
60373010002,2.0,0
60373010003,7.0,0
60373010004,8.0,0
60373011001,3.0,0
60373011002,3.0,0
60373011003,5.0,0
60373011004,4.0,0
60373011005,15.0,1
60373011006,18.0,1
60373012031,11.0,1
60373012032,15.0,1
60373012041,13.0,1
60373012042,14.0,1
60373012043,15.0,1
60373012051,4.0,0
60373012052,5.0,0
60373012061,16.0,1
60373012062,8.0,0
60373012063,6.0,0
60373012064,7.0,0
60373013001,3.0,0
60373013002,2.0,0
60373014001,3.0,0
60373014002,4.0,0
60373014003,3.0,0
60373014004,3.0,0
60373015011,4.0,0
60373015012,5.0,0
60373015021,16.0,1
60373015022,16.0,1
60373015023,16.0,1
60373015024,16.0,1
60373016011,10.0,1
60373016012,10.0,1
60373016013,10.0,1
60373016014,10.0,1
60373016021,7.0,0
60373016022,12.0,1
60373016023,8.0,0
60373017011,9.0,0
60373017012,9.0,0
60373017021,8.0,0
60373017022,15.0,1
60373017023,14.0,1
60373017024,28.0,2
60373018011,17.0,1
60373018012,17.0,1
60373018013,17.0,1
60373018021,14.0,1
60373018022,17.0,1
60373019011,17.0,1
60373019012,13.0,1
60373019021,17.0,1
60373019022,9.0,0
60373020021,16.0,1
60373020022,14.0,1
60373020023,15.0,1
60373020031,16.0,1
60373020032,18.0,1
60373020041,17.0,1
60373020042,22.0,1
60373021021,7.0,0
60373021022,7.0,0
60373021023,7.0,0
60373021024,7.0,0
60373021025,7.0,0
60373021031,9.0,0
60373021032,11.0,1
60373021033,9.0,0
60373021041,9.0,0
60373021042,9.0,0
60373021043,9.0,0
60373022011,15.0,1
60373022012,15.0,1
60373022013,16.0,1
60373022021,16.0,1
60373022022,17.0,1
60373022023,17.0,1
60373023011,15.0,1
60373023012,19.0,1
60373023021,11.0,1
60373023022,11.0,1
60373023023,12.0,1
60373023024,9.0,0
60373024011,17.0,1
60373024012,21.0,1
60373024013,18.0,1
60373024014,20.0,1
60373024015,23.0,2
60373025031,12.0,1
60373025032,12.0,1
60373025033,12.0,1
60373025041,22.0,1
60373025042,23.0,2
60373025043,23.0,2
60373025051,11.0,1
60373025052,10.0,1
60373025053,10.0,1
60373025061,8.0,0
60373025062,8.0,0
60373025063,8.0,0
60373101001,3.0,0
60373101002,4.0,0
60373101003,4.0,0
60373101004,3.0,0
60373102011,3.0,0
60373102012,4.0,0
60373102013,6.0,0
60373102014,10.0,1
60373102021,5.0,0
60373102022,8.0,0
60373102023,4.0,0
60373103001,5.0,0
60373103002,4.0,0
60373103003,5.0,0
60373104001,5.0,0
60373104002,5.0,0
60373104003,9.0,0
60373105011,9.0,0
60373105012,9.0,0
60373106011,26.0,2
60373106012,10.0,1
60373106013,12.0,1
60373106021,6.0,0
60373106022,4.0,0
60373107011,16.0,1
60373107031,11.0,1
60373107032,9.0,0
60373107041,18.0,1
60373107042,19.0,1
60373107043,18.0,1
60373107051,19.0,1
60373108001,7.0,0
60373108002,7.0,0
60373108003,7.0,0
60373108004,7.0,0
60373108005,7.0,0
60373109001,9.0,0
60373109002,7.0,0
60373109003,8.0,0
60373109004,9.0,0
60373109005,7.0,0
60373109006,8.0,0
60373110001,7.0,0
60373110002,7.0,0
60373110003,7.0,0
60373111001,8.0,0
60373111002,7.0,0
60373111003,7.0,0
60373112001,10.0,1
60373112002,9.0,0
60373112003,8.0,0
60373113001,7.0,0
60373113002,7.0,0
60373113003,7.0,0
60373114001,5.0,0
60373114002,4.0,0
60373115001,5.0,0
60373115002,5.0,0
60373115003,5.0,0
60373116011,10.0,1
60373116012,10.0,1
60373116021,10.0,1
60373116022,11.0,1
60373116023,10.0,1
60373116024,9.0,0
60373117001,5.0,0
60373117002,5.0,0
60373117003,6.0,0
60373117004,3.0,0
60373117005,4.0,0
60373117006,5.0,0
60373118011,12.0,1
60373118012,12.0,1
60373118021,6.0,0
60373118022,6.0,0
60373201011,19.0,1
60373201012,18.0,1
60373201021,18.0,1
60373201022,15.0,1
60373202011,25.0,2
60373202012,24.0,2
60373202013,24.0,2
60373202021,14.0,1
60373202022,18.0,1
60373202023,20.0,1
60373202024,14.0,1
60373203001,20.0,1
60373203002,19.0,1
60373203003,19.0,1
60373203004,21.0,1
60374002051,1.0,0
60374002061,4.0,0
60374002062,5.0,0
60374002071,6.0,0
60374002072,8.0,0
60374002073,3.0,0
60374002081,6.0,0
60374002091,7.0,0
60374002092,5.0,0
60374002093,4.0,0
60374003041,14.0,1
60374003042,14.0,1
60374003043,11.0,1
60374003044,10.0,1
60374003045,17.0,1
60374004021,4.0,0
60374004022,13.0,1
60374004031,6.0,0
60374004032,10.0,1
60374004041,5.0,0
60374004042,4.0,0
60374004043,3.0,0
60374005011,3.0,0
60374006021,13.0,1
60374006022,20.0,1
60374006023,18.0,1
60374006031,22.0,1
60374006032,24.0,2
60374006033,5.0,0
60374006051,20.0,1
60374006052,16.0,1
60374008011,4.0,0
60374008012,13.0,1
60374008013,10.0,1
60374010011,7.0,0
60374010012,9.0,0
60374010013,7.0,0
60374010021,8.0,0
60374010022,10.0,1
60374010023,9.0,0
60374011011,9.0,0
60374011012,6.0,0
60374011013,9.0,0
60374011014,15.0,1
60374011021,12.0,1
60374011022,13.0,1
60374011023,13.0,1
60374012011,12.0,1
60374012012,6.0,0
60374012021,11.0,1
60374012022,12.0,1
60374012023,15.0,1
60374012031,11.0,1
60374012032,12.0,1
60374013031,4.0,0
60374013041,7.0,0
60374013042,6.0,0
60374013043,5.0,0
60374013111,13.0,1
60374013112,14.0,1
60374013113,13.0,1
60374013114,12.0,1
60374013121,55.0,2
60374013122,15.0,1
60374015001,17.0,1
60374015002,12.0,1
60374015003,14.0,1
60374016011,25.0,2
60374016012,25.0,2
60374016013,25.0,2
60374016021,14.0,1
60374016022,13.0,1
60374016023,12.0,1
60374017051,8.0,0
60374017052,8.0,0
60374017061,17.0,1
60374017062,18.0,1
60374017071,31.0,2
60374017072,27.0,2
60374017073,22.0,1
60374017074,25.0,2
60374018011,11.0,1
60374018012,7.0,0
60374018021,6.0,0
60374018022,9.0,0
60374019021,4.0,0
60374019022,9.0,0
60374019023,5.0,0
60374019024,7.0,0
60374020011,12.0,1
60374020012,15.0,1
60374020021,14.0,1
60374020022,22.0,1
60374020023,12.0,1
60374021011,23.0,2
60374021012,19.0,1
60374021013,21.0,1
60374021021,20.0,1
60374021022,19.0,1
60374022001,17.0,1
60374022002,16.0,1
60374022003,15.0,1
60374023011,18.0,1
60374023012,28.0,2
60374023031,30.0,2
60374023032,32.0,2
60374023033,29.0,2
60374023041,70.0,2
60374023042,63.0,2
60374024031,11.0,1
60374024032,11.0,1
60374024051,27.0,2
60374024052,27.0,2
60374024061,23.0,2
60374024062,23.0,2
60374024063,32.0,2
60374025011,35.0,2
60374025012,35.0,2
60374025031,20.0,1
60374025032,21.0,1
60374025041,26.0,2
60374025042,24.0,2
60374026011,27.0,2
60374026012,27.0,2
60374026013,27.0,2
60374026021,18.0,1
60374026022,20.0,1
60374026023,16.0,1
60374027021,33.0,2
60374027022,29.0,2
60374027023,33.0,2
60374027024,31.0,2
60374027031,27.0,2
60374027032,23.0,2
60374027051,21.0,1
60374027052,20.0,1
60374027061,24.0,2
60374027062,19.0,1
60374027063,20.0,1
60374028011,32.0,2
60374028012,27.0,2
60374028013,31.0,2
60374028031,29.0,2
60374028032,28.0,2
60374028041,32.0,2
60374028042,31.0,2
60374028043,32.0,2
60374029021,24.0,2
60374029022,24.0,2
60374029023,26.0,2
60374029031,25.0,2
60374029032,26.0,2
60374029041,24.0,2
60374029042,25.0,2
60374030001,27.0,2
60374030002,27.0,2
60374030003,26.0,2
60374033051,7.0,0
60374033161,11.0,1
60374033162,14.0,1
60374033163,11.0,1
60374033171,11.0,1
60374033172,6.0,0
60374033173,10.0,1
60374033181,14.0,1
60374033182,21.0,1
60374033183,10.0,1
60374033184,10.0,1
60374033191,8.0,0
60374033192,13.0,1
60374033201,5.0,0
60374033202,4.0,0
60374033211,7.0,0
60374033212,11.0,1
60374033213,7.0,0
60374033231,6.0,0
60374033232,6.0,0
60374033233,9.0,0
60374033241,1.0,0
60374033242,9.0,0
60374033243,4.0,0
60374033244,1.0,0
60374033251,8.0,0
60374033252,5.0,0
60374033261,13.0,1
60374033262,9.0,0
60374033271,11.0,1
60374033272,9.0,0
60374033281,7.0,0
60374033282,8.0,0
60374033283,19.0,1
60374034011,8.0,0
60374034012,8.0,0
60374034013,8.0,0
60374034021,8.0,0
60374034022,8.0,0
60374034031,4.0,0
60374034032,4.0,0
60374034033,3.0,0
60374034041,3.0,0
60374034042,5.0,0
60374034071,2.0,0
60374034072,1.0,0
60374034081,7.0,0
60374034082,6.0,0
60374034083,9.0,0
60374034084,7.0,0
60374034085,6.0,0
60374034091,4.0,0
60374034092,8.0,0
60374035001,4.0,0
60374036011,10.0,1
60374036012,12.0,1
60374036013,5.0,0
60374036014,11.0,1
60374037021,9.0,0
60374037022,8.0,0
60374037031,12.0,1
60374037032,10.0,1
60374037033,12.0,1
60374037034,14.0,1
60374037211,17.0,1
60374037212,12.0,1
60374037213,14.0,1
60374037214,23.0,2
60374037221,21.0,1
60374037222,12.0,1
60374037223,11.0,1
60374038011,16.0,1
60374038012,27.0,2
60374038013,16.0,1
60374038021,20.0,1
60374038022,14.0,1
60374038023,20.0,1
60374039011,17.0,1
60374039012,19.0,1
60374039013,15.0,1
60374039021,12.0,1
60374039022,11.0,1
60374039023,13.0,1
60374040001,14.0,1
60374040002,15.0,1
60374040003,14.0,1
60374040004,14.0,1
60374041001,26.0,2
60374041002,22.0,1
60374041003,23.0,2
60374041004,21.0,1
60374042011,28.0,2
60374042012,19.0,1
60374042032,15.0,1
60374043011,25.0,2
60374043012,21.0,1
60374043013,15.0,1
60374043014,29.0,2
60374043021,19.0,1
60374043022,19.0,1
60374044011,20.0,1
60374044012,21.0,1
60374044013,21.0,1
60374044021,19.0,1
60374044022,20.0,1
60374044023,20.0,1
60374044024,23.0,2
60374045011,87.0,2
60374045012,21.0,1
60374045031,22.0,1
60374045041,24.0,2
60374045042,23.0,2
60374046001,17.0,1
60374047011,21.0,1
60374047012,18.0,1
60374047013,24.0,2
60374047021,21.0,1
60374047022,22.0,1
60374047023,24.0,2
60374047031,18.0,1
60374047032,18.0,1
60374048041,21.0,1
60374048042,19.0,1
60374048043,19.0,1
60374048051,22.0,1
60374048052,23.0,2
60374048061,28.0,2
60374048062,24.0,2
60374048063,22.0,1
60374049011,15.0,1
60374049012,24.0,2
60374049013,21.0,1
60374049021,18.0,1
60374049022,18.0,1
60374049031,20.0,1
60374049032,21.0,1
60374050011,19.0,1
60374050012,19.0,1
60374050013,19.0,1
60374050014,19.0,1
60374050021,21.0,1
60374050022,21.0,1
60374051011,25.0,2
60374051012,22.0,1
60374051013,23.0,2
60374051021,31.0,2
60374051022,23.0,2
60374052011,21.0,1
60374052012,19.0,1
60374052013,21.0,1
60374052021,14.0,1
60374052022,23.0,2
60374052023,18.0,1
60374052031,16.0,1
60374052032,19.0,1
60374053011,20.0,1
60374053012,16.0,1
60374053021,14.0,1
60374053022,17.0,1
60374053023,14.0,1
60374054001,17.0,1
60374054002,17.0,1
60374054003,17.0,1
60374054004,18.0,1
60374055001,17.0,1
60374055002,13.0,1
60374055003,13.0,1
60374055004,23.0,2
60374055005,15.0,1
60374056001,11.0,1
60374056002,11.0,1
60374056003,11.0,1
60374056004,11.0,1
60374056005,11.0,1
60374057011,16.0,1
60374057012,24.0,2
60374057013,16.0,1
60374057021,16.0,1
60374057022,15.0,1
60374058001,20.0,1
60374058002,17.0,1
60374058003,17.0,1
60374059001,20.0,1
60374059002,17.0,1
60374060001,15.0,1
60374060002,17.0,1
60374060003,13.0,1
60374060004,15.0,1
60374061011,14.0,1
60374061012,18.0,1
60374061013,17.0,1
60374061031,13.0,1
60374061032,12.0,1
60374061033,12.0,1
60374061034,14.0,1
60374062011,15.0,1
60374062012,16.0,1
60374063001,5.0,0
60374063002,6.0,0
60374063003,4.0,0
60374064131,15.0,1
60374064132,13.0,1
60374064133,11.0,1
60374064134,9.0,0
60374064135,9.0,0
60374064136,8.0,0
60374065001,10.0,1
60374065002,11.0,1
60374065003,10.0,1
60374065004,12.0,1
60374066011,9.0,0
60374066012,12.0,1
60374066013,11.0,1
60374066021,12.0,1
60374066022,16.0,1
60374066023,13.0,1
60374067011,10.0,1
60374067012,11.0,1
60374067021,17.0,1
60374067022,10.0,1
60374067023,11.0,1
60374067024,12.0,1
60374068011,13.0,1
60374068012,11.0,1
60374068013,12.0,1
60374069031,19.0,1
60374069032,18.0,1
60374069033,16.0,1
60374069034,18.0,1
60374069035,25.0,2
60374069036,18.0,1
60374070011,18.0,1
60374070012,17.0,1
60374070013,17.0,1
60374070021,18.0,1
60374070022,18.0,1
60374071011,21.0,1
60374071012,20.0,1
60374071013,24.0,2
60374071021,16.0,1
60374071022,15.0,1
60374071023,19.0,1
60374072011,19.0,1
60374072012,20.0,1
60374072021,20.0,1
60374072022,20.0,1
60374073011,17.0,1
60374073012,18.0,1
60374073013,17.0,1
60374073014,20.0,1
60374073021,20.0,1
60374073022,20.0,1
60374073023,22.0,1
60374074001,11.0,1
60374075011,19.0,1
60374075012,19.0,1
60374075013,18.0,1
60374075014,17.0,1
60374075021,16.0,1
60374075022,17.0,1
60374075023,16.0,1
60374076011,22.0,1
60374076012,19.0,1
60374076013,20.0,1
60374076021,19.0,1
60374076022,19.0,1
60374076023,15.0,1
60374076024,20.0,1
60374077011,25.0,2
60374077012,24.0,2
60374077013,23.0,2
60374077021,17.0,1
60374077022,19.0,1
60374077023,21.0,1
60374077024,24.0,2
60374078011,16.0,1
60374078012,16.0,1
60374078013,17.0,1
60374078022,16.0,1
60374078023,16.0,1
60374079011,15.0,1
60374079012,15.0,1
60374079013,15.0,1
60374079021,17.0,1
60374080031,13.0,1
60374080032,13.0,1
60374080041,23.0,2
60374080051,3.0,0
60374080052,8.0,0
60374080053,15.0,1
60374080061,11.0,1
60374081331,12.0,1
60374081332,14.0,1
60374081333,10.0,1
60374081341,13.0,1
60374081351,11.0,1
60374081352,16.0,1
60374081361,12.0,1
60374081362,15.0,1
60374081371,11.0,1
60374081372,21.0,1
60374081373,18.0,1
60374081381,84.0,2
60374081382,21.0,1
60374081383,20.0,1
60374081391,24.0,2
60374081392,18.0,1
60374081401,31.0,2
60374081402,20.0,1
60374081411,21.0,1
60374081412,21.0,1
60374081413,20.0,1
60374082121,12.0,1
60374082122,14.0,1
60374082131,18.0,1
60374082132,18.0,1
60374082133,17.0,1
60374083011,18.0,1
60374083012,22.0,1
60374083013,16.0,1
60374083014,15.0,1
60374083021,14.0,1
60374083031,11.0,1
60374083032,10.0,1
60374084011,14.0,1
60374084012,14.0,1
60374084021,9.0,0
60374084022,5.0,0
60374084023,51.0,2
60374085031,6.0,0
60374085032,8.0,0
60374085033,6.0,0
60374085034,7.0,0
60374085041,13.0,1
60374085042,12.0,1
60374085043,13.0,1
60374085051,6.0,0
60374085052,7.0,0
60374086231,12.0,1
60374086241,11.0,1
60374086242,9.0,0
60374086251,9.0,0
60374086252,9.0,0
60374086253,8.0,0
60374086261,7.0,0
60374086262,8.0,0
60374086263,7.0,0
60374086271,7.0,0
60374086272,8.0,0
60374086281,6.0,0
60374086282,8.0,0
60374086283,30.0,2
60374086291,8.0,0
60374086292,7.0,0
60374086311,14.0,1
60374086312,18.0,1
60374086313,13.0,1
60374087031,3.0,0
60374087032,4.0,0
60374087033,3.0,0
60374087051,12.0,1
60374087052,12.0,1
60374087053,12.0,1
60374087071,6.0,0
60374087072,5.0,0
60374087073,5.0,0
60374087221,10.0,1
60374087222,10.0,1
60374087241,18.0,1
60374087242,18.0,1
60374087243,17.0,1
60374087251,14.0,1
60374087252,15.0,1
60374087253,12.0,1
60374088001,27.0,2
60374088002,27.0,2
60374088003,27.0,2
60374089001,11.0,1
60374089002,52.0,2
60374089003,10.0,1
60374090001,37.0,2
60374090002,25.0,2
60374090003,27.0,2
60374090004,26.0,2
60374091001,25.0,2
60374091002,16.0,1
60374091003,20.0,1
60374091004,18.0,1
60374300031,9.0,0
60374300032,7.0,0
60374300033,8.0,0
60374300041,21.0,1
60374300042,21.0,1
60374300043,21.0,1
60374300051,20.0,1
60374300052,13.0,1
60374301011,29.0,2
60374301012,19.0,1
60374301013,24.0,2
60374301021,23.0,2
60374301022,18.0,1
60374301023,19.0,1
60374302001,1.0,0
60374303011,3.0,0
60374303013,3.0,0
60374303014,5.0,0
60374303021,7.0,0
60374303022,7.0,0
60374303023,7.0,0
60374303024,6.0,0
60374303025,7.0,0
60374304001,1.0,0
60374304002,2.0,0
60374304003,1.0,0
60374304004,4.0,0
60374305011,3.0,0
60374305012,2.0,0
60374305013,7.0,0
60374305014,2.0,0
60374305021,4.0,0
60374305022,3.0,0
60374305023,4.0,0
60374305024,3.0,0
60374305025,4.0,0
60374305026,4.0,0
60374306001,1.0,0
60374306002,1.0,0
60374306003,2.0,0
60374307011,2.0,0
60374307012,3.0,0
60374307013,1.0,0
60374307014,2.0,0
60374307211,4.0,0
60374307212,9.0,0
60374307213,4.0,0
60374307231,10.0,1
60374307232,10.0,1
60374307241,10.0,1
60374307242,12.0,1
60374308011,5.0,0
60374308012,6.0,0
60374308013,6.0,0
60374308014,6.0,0
60374308021,2.0,0
60374308022,2.0,0
60374308023,2.0,0
60374308024,2.0,0
60374308031,3.0,0
60374308032,2.0,0
60374308033,2.0,0
60374308034,2.0,0
60374308035,3.0,0
60374309011,10.0,1
60374309012,9.0,0
60374309013,13.0,1
60374309021,9.0,0
60374309022,9.0,0
60374309023,23.0,2
60374310021,18.0,1
60374310022,7.0,0
60374310031,9.0,0
60374310032,10.0,1
60374310041,11.0,1
60374310042,14.0,1
60374311001,12.0,1
60374311002,16.0,1
60374311003,10.0,1
60374311004,13.0,1
60374312001,20.0,1
60374312002,14.0,1
60374312003,18.0,1
60374312004,12.0,1
60374313001,9.0,0
60374313002,9.0,0
60374313003,6.0,0
60374314001,11.0,1
60374314002,9.0,0
60374314003,8.0,0
60374314004,7.0,0
60374315011,84.0,2
60374315012,12.0,1
60374315013,12.0,1
60374315021,9.0,0
60374315022,7.0,0
60374315023,12.0,1
60374315024,11.0,1
60374316001,2.0,0
60374316002,2.0,0
60374316003,2.0,0
60374317011,1.0,0
60374317012,2.0,0
60374317013,1.0,0
60374317014,2.0,0
60374317015,2.0,0
60374318001,6.0,0
60374318002,5.0,0
60374318003,8.0,0
60374319001,5.0,0
60374319002,7.0,0
60374319003,6.0,0
60374320011,5.0,0
60374320012,5.0,0
60374320021,6.0,0
60374320022,7.0,0
60374320023,8.0,0
60374320024,7.0,0
60374321011,9.0,0
60374321012,8.0,0
60374321013,7.0,0
60374321021,7.0,0
60374321022,7.0,0
60374321023,7.0,0
60374321024,8.0,0
60374321025,7.0,0
60374322011,9.0,0
60374322012,11.0,1
60374322021,12.0,1
60374322022,13.0,1
60374322023,11.0,1
60374323001,16.0,1
60374323002,17.0,1
60374323003,16.0,1
60374324011,13.0,1
60374324012,13.0,1
60374324021,19.0,1
60374324022,15.0,1
60374324023,20.0,1
60374325011,21.0,1
60374325012,21.0,1
60374325021,15.0,1
60374325022,12.0,1
60374326011,13.0,1
60374326012,15.0,1
60374326013,11.0,1
60374326014,21.0,1
60374326021,13.0,1
60374326022,19.0,1
60374326023,14.0,1
60374327001,18.0,1
60374327002,20.0,1
60374327003,20.0,1
60374328011,29.0,2
60374328012,26.0,2
60374328021,21.0,1
60374328022,22.0,1
60374328023,20.0,1
60374329011,12.0,1
60374329012,12.0,1
60374329013,12.0,1
60374329021,12.0,1
60374329022,12.0,1
60374331031,21.0,1
60374331032,19.0,1
60374331033,24.0,2
60374331034,17.0,1
60374332001,20.0,1
60374332002,16.0,1
60374332003,17.0,1
60374332004,18.0,1
60374333021,17.0,1
60374333041,22.0,1
60374333042,23.0,2
60374333051,28.0,2
60374333052,30.0,2
60374333061,17.0,1
60374333062,17.0,1
60374333071,18.0,1
60374333072,20.0,1
60374334021,21.0,1
60374334022,20.0,1
60374334031,18.0,1
60374334032,18.0,1
60374334033,18.0,1
60374335051,22.0,1
60374335052,19.0,1
60374335053,18.0,1
60374335061,13.0,1
60374335062,13.0,1
60374336011,14.0,1
60374336012,12.0,1
60374336021,18.0,1
60374338031,21.0,1
60374338032,12.0,1
60374338041,26.0,2
60374338042,30.0,2
60374338043,27.0,2
60374339011,18.0,1
60374339012,18.0,1
60374339013,18.0,1
60374339031,21.0,1
60374339032,18.0,1
60374339033,20.0,1
60374339034,21.0,1
60374340011,20.0,1
60374340012,28.0,2
60374340031,21.0,1
60374340032,15.0,1
60374340033,19.0,1
60374340041,17.0,1
60374341001,22.0,1
60374341002,21.0,1
60374341003,24.0,2
60374341004,20.0,1
60374341005,20.0,1
60374600011,1.0,0
60374600021,4.0,0
60374600022,3.0,0
60374601011,2.0,0
60374601012,2.0,0
60374601013,7.0,0
60374601014,4.0,0
60374601015,2.0,0
60374602001,6.0,0
60374602002,7.0,0
60374602003,5.0,0
60374602004,5.0,0
60374602005,7.0,0
60374603011,7.0,0
60374603012,6.0,0
60374603013,8.0,0
60374603014,2.0,0
60374603021,12.0,1
60374603022,11.0,1
60374603023,12.0,1
60374603024,11.0,1
60374604011,7.0,0
60374605011,1.0,0
60374605012,1.0,0
60374605013,1.0,0
60374605021,1.0,0
60374605022,1.0,0
