"GISJOIN","FIPS","ADI_NATRANK","ADI_STATERNK"
"G06006100206081","060610206081","4","2"
"G06006100206082","060610206082","3","2"
"G06006100206083","060610206083","6","3"
"G06006100207101","060610207101","9","4"
"G06006100207102","060610207102","11","5"
"G06006100207103","060610207103","20","7"
"G06006100207111","060610207111","15","6"
"G06006100207112","060610207112","14","5"
"G06006100207113","060610207113","14","5"
"G06006100207121","060610207121","29","8"
"G06006100207122","060610207122","31","8"
"G06006100207123","060610207123","29","8"
"G06006100207131","060610207131","22","7"
"G06006100207132","060610207132","20","7"
"G06006100207141","060610207141","16","6"
"G06006100207142","060610207142","17","6"
"G06006100207151","060610207151","24","7"
"G06006100207152","060610207152","14","5"
"G06006100207171","060610207171","11","5"
"G06006100207172","060610207172","11","5"
"G06006100208051","060610208051","26","8"
"G06006100208052","060610208052","25","8"
"G06006100208053","060610208053","38","9"
"G06006100208061","060610208061","29","8"
"G06006100208062","060610208062","31","8"
"G06006100209011","060610209011","32","8"
"G06006100209012","060610209012","42","9"
"G06006100209081","060610209081","18","6"
"G06006100209082","060610209082","29","8"
"G06006100209083","060610209083","29","8"
"G06006100209084","060610209084","26","8"
"G06006100210031","060610210031","20","7"
"G06006100210032","060610210032","16","6"
"G06006100210033","060610210033","15","6"
"G06006100210034","060610210034","18","6"
"G06006100210035","060610210035","15","6"
"G06006100210036","060610210036","22","7"
"G06006100210341","060610210341","15","6"
"G06006100210342","060610210342","15","6"
"G06006100210343","060610210343","15","6"
"G06006100210371","060610210371","17","6"
"G06006100210381","060610210381","12","5"
"G06006100210382","060610210382","17","6"
"G06006100210383","060610210383","22","7"
"G06006100210384","060610210384","17","6"
"G06006100210391","060610210391","19","7"
"G06006100210392","060610210392","19","7"
"G06006100210401","060610210401","18","6"
"G06006100210402","060610210402","20","7"
"G06006100210403","060610210403","19","7"
"G06006100210431","060610210431","14","5"
"G06006100210432","060610210432","11","5"
"G06006100210441","060610210441","15","6"
"G06006100210442","060610210442","14","5"
"G06006100210443","060610210443","8","4"
"G06006100210451","060610210451","33","9"
"G06006100210452","060610210452","20","7"
"G06006100210461","060610210461","30","8"
"G06006100210462","060610210462","55","10"
"G06006100210463","060610210463","22","7"
"G06006100210471","060610210471","15","6"
"G06006100210472","060610210472","14","5"
"G06006100210481","060610210481","14","5"
"G06006100210482","060610210482","14","5"
"G06006100211031","060610211031","26","8"
"G06006100211032","060610211032","27","8"
"G06006100211033","060610211033","25","8"
"G06006100211034","060610211034","20","7"
"G06006100211061","060610211061","16","6"
"G06006100211062","060610211062","18","6"
"G06006100211081","060610211081","43","9"
"G06006100211082","060610211082","41","9"
"G06006100211091","060610211091","7","3"
"G06006100211092","060610211092","13","5"
"G06006100211093","060610211093","7","3"
"G06006100211221","060610211221","10","4"
"G06006100211222","060610211222","11","5"
"G06006100211231","060610211231","10","4"
"G06006100211232","060610211232","14","5"
"G06006100211233","060610211233","9","4"
"G06006100211234","060610211234","10","4"
"G06006100211281","060610211281","21","7"
"G06006100211282","060610211282","21","7"
"G06006100211291","060610211291","26","8"
"G06006100211292","060610211292","22","7"
"G06006100211301","060610211301","17","6"
"G06006100211302","060610211302","17","6"
"G06006100211311","060610211311","16","6"
"G06006100211312","060610211312","18","6"
"G06006100211313","060610211313","24","7"
"G06006100212031","060610212031","18","6"
"G06006100212032","060610212032","17","6"
"G06006100212033","060610212033","16","6"
"G06006100212041","060610212041","8","4"
"G06006100212042","060610212042","11","5"
"G06006100213041","060610213041","11","5"
"G06006100213042","060610213042","39","9"
"G06006100213043","060610213043","15","6"
"G06006100213044","060610213044","12","5"
"G06006100213231","060610213231","7","3"
"G06006100213232","060610213232","62","10"
"G06006100213233","060610213233","11","5"
"G06006100213234","060610213234","8","4"
"G06006100213241","060610213241","7","3"
"G06006100213242","060610213242","10","4"
"G06006100213243","060610213243","11","5"
"G06006100213251","060610213251","17","6"
"G06006100213252","060610213252","10","4"
"G06006100213253","060610213253","12","5"
"G06006100213261","060610213261","6","3"
"G06006100213262","060610213262","8","4"
"G06006100213271","060610213271","16","6"
"G06006100213272","060610213272","14","5"
"G06006100213273","060610213273","14","5"
"G06006100213274","060610213274","10","4"
"G06006100213281","060610213281","14","5"
"G06006100213282","060610213282","8","4"
"G06006100213283","060610213283","9","4"
"G06006100213284","060610213284","6","3"
"G06006100213285","060610213285","12","5"
"G06006100214011","060610214011","26","8"
"G06006100214012","060610214012","27","8"
"G06006100214031","060610214031","34","9"
"G06006100214032","060610214032","34","9"
"G06006100214033","060610214033","34","9"
"G06006100214034","060610214034","34","9"
"G06006100214035","060610214035","34","9"
"G06006100215011","060610215011","20","7"
"G06006100215012","060610215012","19","7"
"G06006100215013","060610215013","24","7"
"G06006100215014","060610215014","18","6"
"G06006100215021","060610215021","19","7"
"G06006100215022","060610215022","18","6"
"G06006100216031","060610216031","25","8"
"G06006100216032","060610216032","27","8"
"G06006100216033","060610216033","22","7"
"G06006100216041","060610216041","9","4"
"G06006100216042","060610216042","8","4"
"G06006100218011","060610218011","12","5"
"G06006100218012","060610218012","15","6"
"G06006100218013","060610218013","15","6"
"G06006100218014","060610218014","11","5"
"G06006100218021","060610218021","22","7"
"G06006100218022","060610218022","25","8"
"G06006100218023","060610218023","23","7"
"G06006100218024","060610218024","25","8"
"G06006100218025","060610218025","23","7"
"G06006100219011","060610219011","20","7"
"G06006100219012","060610219012","19","7"
"G06006100219021","060610219021","14","5"
"G06006100219022","060610219022","13","5"
"G06006100219023","060610219023","14","5"
"G06006100220021","060610220021","33","9"
"G06006100220022","060610220022","19","7"
"G06006100220023","060610220023","39","9"
"G06006100220024","060610220024","17","6"
"G06006100220111","060610220111","3","2"
"G06006100220112","060610220112","4","2"
"G06006100220131","060610220131","22","7"
"G06006100220132","060610220132","26","8"
"G06006100220133","060610220133","28","8"
"G06006100220141","060610220141","4","2"
"G06006100220142","060610220142","4","2"
"G06006100220143","060610220143","8","4"
"G06006100221001","060610221001","9","4"
"G06006100221002","060610221002","PH","PH"
"G06006100222001","060610222001","8","4"
"G06006100222002","060610222002","9","4"
"G06006100223001","060610223001","3","2"
"G06006100223002","060610223002","8","4"
"G06006100224001","060610224001","7","3"
"G06006100224002","060610224002","8","4"
"G06006100225001","060610225001","9","4"
"G06006100225002","060610225002","5","3"
"G06006100226001","060610226001","12","5"
"G06006100226002","060610226002","PH","PH"
"G06006100226003","060610226003","43","9"
"G06006100228001","060610228001","12","5"
"G06006100228002","060610228002","11","5"
"G06006100229001","060610229001","14","5"
"G06006100229002","060610229002","15","6"
"G06006100229003","060610229003","12","5"
"G06006100230001","060610230001","11","5"
"G06006100230002","060610230002","11","5"
"G06006100231001","060610231001","8","4"
"G06006100231002","060610231002","13","5"
"G06006100231003","060610231003","14","5"
"G06006100232001","060610232001","13","5"
"G06006100232002","060610232002","20","7"
"G06006100233001","060610233001","17","6"
"G06006100233002","060610233002","14","5"
"G06006100234001","060610234001","18","6"
"G06006100234002","060610234002","19","7"
"G06006100234003","060610234003","17","6"
"G06006100235011","060610235011","3","2"
"G06006100235012","060610235012","3","2"
"G06006100235021","060610235021","9","4"
"G06006100235022","060610235022","9","4"
"G06006100235023","060610235023","PH","PH"
"G06006100235024","060610235024","11","5"
"G06006100236001","060610236001","11","5"
"G06006100236002","060610236002","14","5"
"G06006100236003","060610236003","17","6"
"G06006100237001","060610237001","14","5"
"G06006100237002","060610237002","17","6"
"G06006100238001","060610238001","14","5"
"G06006100238002","060610238002","14","5"
"G06006100239001","060610239001","18","6"
"G06006100239002","060610239002","17","6"
"G06006109900000","060619900000","PH","PH"
"G06006300001001","060630001001","41","9"
"G06006300001002","060630001002","41","9"
"G06006300001003","060630001003","41","9"
"G06006300001004","060630001004","41","9"
"G06006300001005","060630001005","41","9"
"G06006300001006","060630001006","41","9"
"G06006300002011","060630002011","26","8"
"G06006300002012","060630002012","33","9"
"G06006300002021","060630002021","42","9"
"G06006300002022","060630002022","39","9"
"G06006300003001","060630003001","44","9"
"G06006300003002","060630003002","69","10"
"G06006300003003","060630003003","56","10"
"G06006300003004","060630003004","42","9"
"G06006300004001","060630004001","45","9"
"G06006300004002","060630004002","49","10"
"G06006300004003","060630004003","51","10"
"G06006300005011","060630005011","53","10"
"G06006300005012","060630005012","55","10"
"G06006300005021","060630005021","18","6"
"G06006300005022","060630005022","16","6"
"G06006300005023","060630005023","29","8"
"G06006500301011","060650301011","34","9"
"G06006500301031","060650301031","30","8"
"G06006500301032","060650301032","30","8"
"G06006500301041","060650301041","27","8"
"G06006500301042","060650301042","27","8"
"G06006500301043","060650301043","32","8"
"G06006500301044","060650301044","28","8"
"G06006500302001","060650302001","26","8"
"G06006500302002","060650302002","28","8"
"G06006500302003","060650302003","20","7"
"G06006500302004","060650302004","26","8"
"G06006500303001","060650303001","34","9"
"G06006500303002","060650303002","39","9"
"G06006500303003","060650303003","33","9"
"G06006500303004","060650303004","GQ","GQ"
"G06006500304001","060650304001","35","9"
"G06006500304002","060650304002","32","8"
"G06006500304003","060650304003","30","8"
"G06006500304004","060650304004","30","8"
"G06006500304005","060650304005","33","9"
"G06006500305011","060650305011","36","9"
"G06006500305012","060650305012","31","8"
"G06006500305013","060650305013","30","8"
"G06006500305021","060650305021","49","10"
"G06006500305022","060650305022","41","9"
"G06006500305031","060650305031","44","9"
"G06006500305032","060650305032","42","9"
"G06006500305033","060650305033","44","9"
"G06006500306021","060650306021","10","4"
"G06006500306022","060650306022","21","7"
"G06006500306023","060650306023","6","3"
"G06006500306031","060650306031","10","4"
"G06006500306032","060650306032","10","4"
"G06006500306033","060650306033","12","5"
"G06006500306041","060650306041","7","3"
"G06006500306042","060650306042","4","2"
"G06006500306051","060650306051","6","3"
"G06006500307001","060650307001","24","7"
"G06006500307002","060650307002","24","7"
"G06006500307003","060650307003","22","7"
"G06006500307004","060650307004","25","8"
"G06006500307005","060650307005","24","7"
"G06006500308001","060650308001","20","7"
"G06006500308002","060650308002","23","7"
"G06006500308003","060650308003","28","8"
"G06006500308004","060650308004","20","7"
"G06006500308005","060650308005","25","8"
"G06006500308006","060650308006","22","7"
"G06006500309001","060650309001","32","8"
"G06006500309002","060650309002","29","8"
"G06006500310011","060650310011","26","8"
"G06006500310012","060650310012","30","8"
"G06006500310013","060650310013","39","9"
"G06006500310014","060650310014","22","7"
"G06006500310021","060650310021","30","8"
"G06006500310022","060650310022","33","9"
"G06006500310023","060650310023","26","8"
"G06006500311001","060650311001","26","8"
"G06006500311002","060650311002","26","8"
"G06006500311003","060650311003","26","8"
"G06006500312001","060650312001","26","8"
"G06006500312002","060650312002","24","7"
"G06006500312003","060650312003","22","7"
"G06006500312004","060650312004","24","7"
"G06006500312005","060650312005","27","8"
"G06006500313001","060650313001","35","9"
"G06006500313002","060650313002","25","8"
"G06006500314011","060650314011","65","10"
"G06006500314012","060650314012","29","8"
"G06006500314013","060650314013","32","8"
"G06006500314014","060650314014","30","8"
"G06006500314021","060650314021","30","8"
